order_id,order_date,customer_id,product_id,quantity,unit_price,unit_cost,discount_pct,total_amount,ship_state,order_status
ORD-04842,2024-04-15 09:18:00,CUST-0220,PROD-0020,2,514.67,217.54,0.0,1029.34,California,Completed
ORD-05863,2024-04-15 09:39:00,CUST-0203,PROD-0012,1,376.34,209.69,0.0,376.34,Colorado,Completed
ORD-00122,2024-04-15 10:23:00,CUST-0066,PROD-0017,2,144.94,73.45,0.0,289.88,Florida,Completed
ORD-00122,2024-04-15 10:23:00,CUST-0066,PROD-0022,1,96.98,37.02,0.0,96.98,Florida,Completed
ORD-01884,2024-04-15 10:46:00,CUST-0149,PROD-0035,1,287.28,146.55,0.0,287.28,New York,Completed
ORD-02393,2024-04-15 11:05:00,CUST-0190,PROD-0015,1,79.53,58.69,0.05,75.55,Illinois,Returned
ORD-02393,2024-04-15 11:05:00,CUST-0190,PROD-0039,1,22.26,12.69,0.0,22.26,Illinois,Returned
ORD-02496,2024-04-15 12:02:00,CUST-0208,PROD-0037,3,114.9,78.03,0.0,344.7,Oregon,Completed
ORD-02496,2024-04-15 12:02:00,CUST-0208,PROD-0022,1,96.98,37.02,0.0,96.98,Oregon,Completed
ORD-02496,2024-04-15 12:02:00,CUST-0208,PROD-0040,1,437.14,196.78,0.0,437.14,Oregon,Completed
ORD-00079,2024-04-15 12:14:00,CUST-0031,PROD-0004,1,314.05,192.91,0.15,266.94,Texas,Completed
ORD-02507,2024-04-15 12:23:00,CUST-0058,PROD-0010,2,208.1,119.9,0.0,416.2,Missouri,Completed
ORD-05679,2024-04-15 13:26:00,CUST-0084,PROD-0028,1,189.61,142.03,0.05,180.13,Michigan,Completed
ORD-04231,2024-04-15 13:27:00,CUST-0110,PROD-0021,1,291.9,164.19,0.05,277.3,North Carolina,Completed
ORD-00487,2024-04-15 13:40:00,CUST-0197,PROD-0021,1,291.9,164.19,0.0,291.9,Michigan,Completed
ORD-00811,2024-04-15 14:38:00,CUST-0170,PROD-0022,1,96.98,37.02,0.1,87.28,North Carolina,Completed
ORD-00811,2024-04-15 14:38:00,CUST-0170,PROD-0026,1,263.72,175.43,0.0,263.72,North Carolina,Completed
ORD-02167,2024-04-15 15:54:00,CUST-0009,PROD-0009,1,204.37,109.97,0.15,173.71,Minnesota,Returned
ORD-03904,2024-04-15 16:15:00,CUST-0143,PROD-0021,1,291.9,164.19,0.0,291.9,North Carolina,Completed
ORD-00752,2024-04-15 16:22:00,CUST-0185,PROD-0016,1,77.47,29.69,0.0,77.47,Missouri,Completed
ORD-00752,2024-04-15 16:22:00,CUST-0185,PROD-0005,1,182.37,118.66,0.0,182.37,Missouri,Completed
ORD-01919,2024-04-15 16:47:00,CUST-0117,PROD-0016,1,77.47,29.69,0.1,69.72,Virginia,Completed
ORD-00932,2024-04-15 17:52:00,CUST-0208,PROD-0043,1,345.79,208.67,0.0,345.79,Georgia,Returned
ORD-01651,2024-04-15 18:27:00,CUST-0160,PROD-0024,1,180.37,77.96,0.15,153.31,Georgia,Returned
ORD-00411,2024-04-15 18:35:00,CUST-0196,PROD-0028,1,189.61,142.03,0.0,189.61,California,Completed
ORD-04703,2024-04-16 08:01:00,CUST-0191,PROD-0016,1,77.47,29.69,0.0,77.47,Maryland,Completed
ORD-05279,2024-04-16 08:11:00,CUST-0088,PROD-0015,1,79.53,58.69,0.0,79.53,Virginia,Completed
ORD-05184,2024-04-16 08:55:00,CUST-0108,PROD-0016,1,77.47,29.69,0.0,77.47,Nevada,Completed
ORD-04972,2024-04-16 09:12:00,CUST-0061,PROD-0028,1,189.61,142.03,0.0,189.61,California,Completed
ORD-03254,2024-04-16 09:33:00,CUST-0245,PROD-0039,1,22.26,12.69,0.0,22.26,Wisconsin,Completed
ORD-03254,2024-04-16 09:33:00,CUST-0245,PROD-0021,1,291.9,164.19,0.15,248.11,Wisconsin,Completed
ORD-03628,2024-04-16 10:05:00,CUST-0236,PROD-0040,1,437.14,196.78,0.0,437.14,Georgia,Completed
ORD-05110,2024-04-16 10:12:00,CUST-0081,PROD-0016,1,77.47,29.69,0.0,77.47,Illinois,Completed
ORD-04536,2024-04-16 13:41:00,CUST-0172,PROD-0010,2,208.1,119.9,0.0,416.2,Texas,Completed
ORD-04408,2024-04-16 14:13:00,CUST-0017,PROD-0021,1,291.9,164.19,0.0,291.9,Illinois,Completed
ORD-04408,2024-04-16 14:13:00,CUST-0017,PROD-0037,1,114.9,78.03,0.05,109.16,Illinois,Completed
ORD-05366,2024-04-16 14:51:00,CUST-0061,PROD-0035,2,287.28,146.55,0.0,574.56,California,Completed
ORD-01177,2024-04-16 15:32:00,CUST-0033,PROD-0039,2,22.26,12.69,0.0,44.52,California,Completed
ORD-00872,2024-04-16 15:49:00,CUST-0092,PROD-0004,1,314.05,192.91,0.0,314.05,Tennessee,Returned
ORD-00364,2024-04-16 16:07:00,CUST-0023,PROD-0043,2,345.79,208.67,0.0,691.58,Texas,Completed
ORD-04930,2024-04-16 17:41:00,CUST-0244,PROD-0021,1,291.9,164.19,0.05,277.3,Illinois,Completed
ORD-04985,2024-04-16 18:08:00,CUST-0191,PROD-0026,1,263.72,175.43,0.05,250.53,Maryland,Completed
ORD-03047,2024-04-16 18:52:00,CUST-0247,PROD-0028,2,189.61,142.03,0.0,379.22,Georgia,Cancelled
ORD-03808,2024-04-16 19:33:00,CUST-0084,PROD-0022,1,96.98,37.02,0.0,96.98,Michigan,Completed
ORD-02936,2024-04-17 08:25:00,CUST-0068,PROD-0021,1,291.9,164.19,0.0,291.9,Virginia,Completed
ORD-05768,2024-04-17 09:34:00,CUST-0011,PROD-0016,2,77.47,29.69,0.0,154.94,Texas,Cancelled
ORD-05768,2024-04-17 09:34:00,CUST-0011,PROD-0043,1,345.79,208.67,0.0,345.79,Texas,Cancelled
ORD-05768,2024-04-17 09:34:00,CUST-0011,PROD-0028,1,189.61,142.03,0.1,170.65,Texas,Cancelled
ORD-03639,2024-04-17 09:48:00,CUST-0164,PROD-0024,1,180.37,77.96,0.05,171.35,Oregon,Completed
ORD-04856,2024-04-17 10:23:00,CUST-0066,PROD-0016,1,77.47,29.69,0.0,77.47,Washington,Cancelled
ORD-04856,2024-04-17 10:23:00,CUST-0066,PROD-0004,1,314.05,192.91,0.0,314.05,Washington,Cancelled
ORD-02774,2024-04-17 10:57:00,CUST-0164,PROD-0021,3,291.9,164.19,0.15,744.34,Oregon,Completed
ORD-01925,2024-04-17 12:11:00,CUST-0170,PROD-0039,1,22.26,12.69,0.15,18.92,North Carolina,Completed
ORD-02625,2024-04-17 13:19:00,CUST-0013,PROD-0005,1,182.37,118.66,0.1,164.13,Florida,Completed
ORD-04794,2024-04-17 14:16:00,CUST-0060,PROD-0009,2,204.37,109.97,0.0,408.74,Colorado,Completed
ORD-00402,2024-04-17 15:16:00,CUST-0028,PROD-0024,1,180.37,77.96,0.2,144.3,New York,Completed
ORD-02311,2024-04-17 15:54:00,CUST-0011,PROD-0021,2,291.9,164.19,0.15,496.23,Texas,Cancelled
ORD-02311,2024-04-17 15:54:00,CUST-0011,PROD-0016,2,77.47,29.69,0.0,154.94,Texas,Cancelled
ORD-03367,2024-04-17 16:23:00,CUST-0088,PROD-0004,1,314.05,192.91,0.0,314.05,Texas,Completed
ORD-05678,2024-04-17 19:31:00,CUST-0122,PROD-0043,1,345.79,208.67,0.0,345.79,Oregon,Completed
ORD-05678,2024-04-17 19:31:00,CUST-0122,PROD-0019,1,176.11,118.89,0.0,176.11,Oregon,Completed
ORD-05678,2024-04-17 19:31:00,CUST-0122,PROD-0035,2,287.28,146.55,0.0,574.56,Oregon,Completed
ORD-05384,2024-04-17 19:54:00,CUST-0019,PROD-0022,1,96.98,37.02,0.0,96.98,California,Completed
ORD-02085,2024-04-18 09:39:00,CUST-0039,PROD-0016,1,77.47,29.69,0.1,69.72,New York,Completed
ORD-02085,2024-04-18 09:39:00,CUST-0039,PROD-0039,1,22.26,12.69,0.0,22.26,New York,Completed
ORD-05572,2024-04-18 14:07:00,CUST-0035,PROD-0028,2,189.61,142.03,0.0,379.22,Texas,Completed
ORD-05572,2024-04-18 14:07:00,CUST-0035,PROD-0015,1,79.53,58.69,0.0,79.53,Texas,Completed
ORD-05462,2024-04-18 14:56:00,CUST-0170,PROD-0004,1,314.05,192.91,0.2,251.24,North Carolina,Cancelled
ORD-01410,2024-04-18 15:10:00,CUST-0217,PROD-0041,1,406.06,218.23,0.0,406.06,Nevada,Completed
ORD-05523,2024-04-18 15:44:00,CUST-0071,PROD-0021,1,291.9,164.19,0.05,277.3,New York,Completed
ORD-05523,2024-04-18 15:44:00,CUST-0071,PROD-0039,1,22.26,12.69,0.0,22.26,New York,Completed
ORD-02586,2024-04-18 15:48:00,CUST-0056,PROD-0039,2,22.26,12.69,0.0,44.52,Ohio,Completed
ORD-04017,2024-04-18 16:19:00,CUST-0051,PROD-0012,1,376.34,209.69,0.0,376.34,Texas,Completed
ORD-04017,2024-04-18 16:19:00,CUST-0051,PROD-0044,1,277.74,163.52,0.0,277.74,Texas,Completed
ORD-03533,2024-04-18 16:37:00,CUST-0061,PROD-0029,2,342.78,218.57,0.1,617.0,California,Completed
ORD-01957,2024-04-18 17:24:00,CUST-0087,PROD-0004,1,314.05,192.91,0.0,314.05,Pennsylvania,Completed
ORD-03930,2024-04-18 18:19:00,CUST-0028,PROD-0028,1,189.61,142.03,0.0,189.61,New York,Cancelled
ORD-03929,2024-04-18 19:13:00,CUST-0005,PROD-0041,1,406.06,218.23,0.0,406.06,Pennsylvania,Completed
ORD-03929,2024-04-18 19:13:00,CUST-0005,PROD-0015,2,79.53,58.69,0.0,159.06,Pennsylvania,Completed
ORD-04947,2024-04-18 19:22:00,CUST-0147,PROD-0004,1,314.05,192.91,0.05,298.35,Virginia,Completed
ORD-02089,2024-04-19 09:13:00,CUST-0142,PROD-0024,1,180.37,77.96,0.0,180.37,Michigan,Cancelled
ORD-00298,2024-04-19 10:31:00,CUST-0171,PROD-0016,1,77.47,29.69,0.1,69.72,New Jersey,Returned
ORD-00298,2024-04-19 10:31:00,CUST-0171,PROD-0039,1,22.26,12.69,0.0,22.26,New Jersey,Returned
ORD-03890,2024-04-19 11:39:00,CUST-0009,PROD-0028,1,189.61,142.03,0.0,189.61,Minnesota,Completed
ORD-05369,2024-04-19 12:55:00,CUST-0205,PROD-0016,1,77.47,29.69,0.0,77.47,California,Completed
ORD-01849,2024-04-19 13:35:00,CUST-0150,PROD-0016,1,77.47,29.69,0.0,77.47,California,Cancelled
ORD-03031,2024-04-19 14:54:00,CUST-0094,PROD-0027,1,354.1,203.54,0.0,354.1,Ohio,Cancelled
ORD-01891,2024-04-19 15:17:00,CUST-0054,PROD-0002,2,155.19,101.17,0.15,263.82,Texas,Completed
ORD-01891,2024-04-19 15:17:00,CUST-0054,PROD-0039,2,22.26,12.69,0.0,44.52,Texas,Completed
ORD-04030,2024-04-19 15:26:00,CUST-0068,PROD-0030,4,30.72,17.41,0.0,122.88,Virginia,Completed
ORD-04030,2024-04-19 15:26:00,CUST-0068,PROD-0016,2,77.47,29.69,0.15,131.7,Virginia,Completed
ORD-03952,2024-04-19 16:56:00,CUST-0127,PROD-0004,2,314.05,192.91,0.0,628.1,New York,Completed
ORD-03952,2024-04-19 16:56:00,CUST-0127,PROD-0041,1,406.06,218.23,0.0,406.06,New York,Completed
ORD-02977,2024-04-19 17:28:00,CUST-0022,PROD-0015,1,79.53,58.69,0.0,79.53,North Carolina,Completed
ORD-00629,2024-04-19 17:50:00,CUST-0028,PROD-0021,2,291.9,164.19,0.0,583.8,New York,Cancelled
ORD-05272,2024-04-19 18:08:00,CUST-0247,PROD-0024,1,180.37,77.96,0.0,180.37,Georgia,Completed
ORD-01739,2024-04-19 18:36:00,CUST-0160,PROD-0039,1,22.26,12.69,0.0,22.26,Georgia,Cancelled
ORD-04302,2024-04-19 19:54:00,CUST-0067,PROD-0015,3,79.53,58.69,0.0,238.59,Indiana,Completed
ORD-04302,2024-04-19 19:54:00,CUST-0067,PROD-0022,1,96.98,37.02,0.0,96.98,Indiana,Completed
ORD-03378,2024-04-20 10:16:00,CUST-0244,PROD-0020,1,514.67,217.54,0.0,514.67,Maryland,Returned
ORD-00328,2024-04-20 10:30:00,CUST-0178,PROD-0039,1,22.26,12.69,0.0,22.26,Massachusetts,Returned
ORD-05804,2024-04-20 10:37:00,CUST-0194,PROD-0022,1,96.98,37.02,0.0,96.98,Wisconsin,Completed
ORD-05804,2024-04-20 10:37:00,CUST-0194,PROD-0016,1,77.47,29.69,0.0,77.47,Wisconsin,Completed
ORD-03541,2024-04-20 11:00:00,CUST-0105,PROD-0041,1,406.06,218.23,0.0,406.06,Michigan,Completed
ORD-03541,2024-04-20 11:00:00,CUST-0105,PROD-0040,1,437.14,196.78,0.1,393.43,Michigan,Completed
ORD-01489,2024-04-20 14:51:00,CUST-0113,PROD-0021,1,291.9,164.19,0.0,291.9,California,Completed
ORD-02342,2024-04-20 16:38:00,CUST-0188,PROD-0016,1,77.47,29.69,0.0,77.47,New York,Completed
ORD-01078,2024-04-20 18:09:00,CUST-0094,PROD-0004,1,314.05,192.91,0.0,314.05,Ohio,Completed
ORD-01078,2024-04-20 18:09:00,CUST-0094,PROD-0016,1,77.47,29.69,0.1,69.72,Ohio,Completed
ORD-01078,2024-04-20 18:09:00,CUST-0094,PROD-0039,1,22.26,12.69,0.0,22.26,Ohio,Completed
ORD-04376,2024-04-20 18:35:00,CUST-0142,PROD-0041,1,406.06,218.23,0.0,406.06,Michigan,Completed
ORD-02203,2024-04-21 08:29:00,CUST-0110,PROD-0037,1,114.9,78.03,0.0,114.9,North Carolina,Completed
ORD-04075,2024-04-21 09:54:00,CUST-0093,PROD-0021,1,291.9,164.19,0.0,291.9,California,Completed
ORD-02502,2024-04-21 17:32:00,CUST-0085,PROD-0022,1,96.98,37.02,0.0,96.98,Maryland,Completed
ORD-01664,2024-04-22 08:13:00,CUST-0119,PROD-0016,1,77.47,29.69,0.0,77.47,Michigan,Completed
ORD-01664,2024-04-22 08:13:00,CUST-0119,PROD-0004,1,314.05,192.91,0.0,314.05,Michigan,Completed
ORD-01664,2024-04-22 08:13:00,CUST-0119,PROD-0021,4,291.9,164.19,0.0,1167.6,Michigan,Completed
ORD-03435,2024-04-22 08:41:00,CUST-0088,PROD-0021,2,291.9,164.19,0.0,583.8,Texas,Returned
ORD-04645,2024-04-22 10:13:00,CUST-0221,PROD-0010,1,208.1,119.9,0.0,208.1,Massachusetts,Returned
ORD-04843,2024-04-22 10:18:00,CUST-0179,PROD-0022,1,96.98,37.02,0.0,96.98,New York,Completed
ORD-01778,2024-04-22 10:35:00,CUST-0213,PROD-0043,1,345.79,208.67,0.0,345.79,California,Cancelled
ORD-01778,2024-04-22 10:35:00,CUST-0213,PROD-0021,1,291.9,164.19,0.0,291.9,California,Cancelled
ORD-03342,2024-04-22 13:15:00,CUST-0178,PROD-0039,1,22.26,12.69,0.0,22.26,New Jersey,Completed
ORD-03342,2024-04-22 13:15:00,CUST-0178,PROD-0040,1,437.14,196.78,0.0,437.14,New Jersey,Completed
ORD-03342,2024-04-22 13:15:00,CUST-0178,PROD-0016,2,77.47,29.69,0.05,147.19,New Jersey,Completed
ORD-01556,2024-04-22 13:48:00,CUST-0047,PROD-0025,3,308.03,138.51,0.0,924.09,Florida,Completed
ORD-01556,2024-04-22 13:48:00,CUST-0047,PROD-0016,1,77.47,29.69,0.0,77.47,Florida,Completed
ORD-00266,2024-04-22 16:57:00,CUST-0083,PROD-0021,1,291.9,164.19,0.0,291.9,Florida,Completed
ORD-02728,2024-04-22 19:22:00,CUST-0186,PROD-0021,1,291.9,164.19,0.0,291.9,Maryland,Cancelled
ORD-03677,2024-04-23 08:26:00,CUST-0183,PROD-0039,4,22.26,12.69,0.1,80.14,Illinois,Cancelled
ORD-00813,2024-04-23 09:46:00,CUST-0197,PROD-0021,1,291.9,164.19,0.0,291.9,Michigan,Completed
ORD-00813,2024-04-23 09:46:00,CUST-0197,PROD-0043,1,345.79,208.67,0.0,345.79,Michigan,Completed
ORD-02703,2024-04-23 10:43:00,CUST-0099,PROD-0004,1,314.05,192.91,0.0,314.05,New York,Completed
ORD-02703,2024-04-23 10:43:00,CUST-0099,PROD-0021,1,291.9,164.19,0.0,291.9,New York,Completed
ORD-05675,2024-04-23 10:58:00,CUST-0007,PROD-0043,1,345.79,208.67,0.0,345.79,Missouri,Completed
ORD-05675,2024-04-23 10:58:00,CUST-0007,PROD-0037,1,114.9,78.03,0.05,109.16,Missouri,Completed
ORD-05213,2024-04-23 13:01:00,CUST-0047,PROD-0043,1,345.79,208.67,0.0,345.79,Florida,Completed
ORD-03972,2024-04-23 15:05:00,CUST-0094,PROD-0016,1,77.47,29.69,0.0,77.47,Ohio,Completed
ORD-03972,2024-04-23 15:05:00,CUST-0094,PROD-0043,1,345.79,208.67,0.0,345.79,Ohio,Completed
ORD-01693,2024-04-23 15:54:00,CUST-0190,PROD-0016,1,77.47,29.69,0.0,77.47,Illinois,Completed
ORD-00132,2024-04-23 16:23:00,CUST-0112,PROD-0019,1,176.11,118.89,0.15,149.69,Texas,Completed
ORD-00068,2024-04-23 16:44:00,CUST-0165,PROD-0039,1,22.26,12.69,0.0,22.26,New York,Completed
ORD-00068,2024-04-23 16:44:00,CUST-0165,PROD-0004,1,314.05,192.91,0.0,314.05,New York,Completed
ORD-05779,2024-04-23 19:45:00,CUST-0061,PROD-0021,1,291.9,164.19,0.0,291.9,Tennessee,Completed
ORD-01154,2024-04-24 08:09:00,CUST-0019,PROD-0016,1,77.47,29.69,0.2,61.98,California,Cancelled
ORD-01154,2024-04-24 08:09:00,CUST-0019,PROD-0041,2,406.06,218.23,0.0,812.12,California,Cancelled
ORD-04173,2024-04-24 10:08:00,CUST-0125,PROD-0009,1,204.37,109.97,0.0,204.37,Wisconsin,Completed
ORD-04475,2024-04-24 10:13:00,CUST-0030,PROD-0028,1,189.61,142.03,0.0,189.61,Illinois,Completed
ORD-04894,2024-04-24 10:15:00,CUST-0110,PROD-0027,1,354.1,203.54,0.1,318.69,North Carolina,Completed
ORD-05894,2024-04-24 11:56:00,CUST-0184,PROD-0038,1,365.58,150.47,0.15,310.74,Tennessee,Completed
ORD-00730,2024-04-24 13:14:00,CUST-0195,PROD-0016,1,77.47,29.69,0.0,77.47,California,Cancelled
ORD-00558,2024-04-24 13:26:00,CUST-0181,PROD-0028,1,189.61,142.03,0.05,180.13,Maryland,Completed
ORD-03965,2024-04-24 13:44:00,CUST-0012,PROD-0041,3,406.06,218.23,0.0,1218.18,Michigan,Returned
ORD-03965,2024-04-24 13:44:00,CUST-0012,PROD-0028,1,189.61,142.03,0.1,170.65,Michigan,Returned
ORD-02068,2024-04-24 13:49:00,CUST-0234,PROD-0027,1,354.1,203.54,0.05,336.4,Florida,Returned
ORD-02068,2024-04-24 13:49:00,CUST-0234,PROD-0029,2,342.78,218.57,0.0,685.56,Florida,Returned
ORD-00749,2024-04-24 14:39:00,CUST-0005,PROD-0017,2,144.94,73.45,0.0,289.88,Pennsylvania,Completed
ORD-00749,2024-04-24 14:39:00,CUST-0005,PROD-0021,3,291.9,164.19,0.0,875.7,Pennsylvania,Completed
ORD-01912,2024-04-24 14:54:00,CUST-0161,PROD-0019,2,176.11,118.89,0.0,352.22,Maryland,Completed
ORD-00438,2024-04-24 15:00:00,CUST-0086,PROD-0038,1,365.58,150.47,0.0,365.58,Tennessee,Completed
ORD-04029,2024-04-24 17:48:00,CUST-0216,PROD-0016,1,77.47,29.69,0.0,77.47,Nevada,Cancelled
ORD-03344,2024-04-24 18:11:00,CUST-0244,PROD-0004,2,314.05,192.91,0.0,628.1,Maryland,Completed
ORD-03204,2024-04-25 08:33:00,CUST-0138,PROD-0043,1,345.79,208.67,0.0,345.79,New York,Completed
ORD-00235,2024-04-25 09:40:00,CUST-0151,PROD-0028,1,189.61,142.03,0.05,180.13,North Carolina,Completed
ORD-05504,2024-04-25 09:51:00,CUST-0217,PROD-0021,2,291.9,164.19,0.0,583.8,Nevada,Completed
ORD-01677,2024-04-25 11:22:00,CUST-0122,PROD-0043,1,345.79,208.67,0.0,345.79,Oregon,Completed
ORD-02650,2024-04-25 11:22:00,CUST-0237,PROD-0035,2,287.28,146.55,0.0,574.56,Texas,Completed
ORD-01309,2024-04-25 12:10:00,CUST-0092,PROD-0021,1,291.9,164.19,0.05,277.3,Wisconsin,Completed
ORD-01309,2024-04-25 12:10:00,CUST-0092,PROD-0037,1,114.9,78.03,0.05,109.16,Wisconsin,Completed
ORD-04171,2024-04-25 13:58:00,CUST-0002,PROD-0005,1,182.37,118.66,0.0,182.37,South Carolina,Completed
ORD-04079,2024-04-25 18:44:00,CUST-0206,PROD-0021,1,291.9,164.19,0.1,262.71,Georgia,Completed
ORD-04079,2024-04-25 18:44:00,CUST-0206,PROD-0015,1,79.53,58.69,0.0,79.53,Georgia,Completed
ORD-04469,2024-04-25 19:23:00,CUST-0199,PROD-0043,1,345.79,208.67,0.1,311.21,Indiana,Completed
ORD-00193,2024-04-26 09:22:00,CUST-0118,PROD-0002,1,155.19,101.17,0.0,155.19,Texas,Completed
ORD-00193,2024-04-26 09:22:00,CUST-0118,PROD-0004,1,314.05,192.91,0.05,298.35,Texas,Completed
ORD-02486,2024-04-26 12:06:00,CUST-0040,PROD-0016,2,77.47,29.69,0.0,154.94,California,Completed
ORD-02110,2024-04-26 12:47:00,CUST-0106,PROD-0041,1,406.06,218.23,0.1,365.45,Massachusetts,Completed
ORD-02110,2024-04-26 12:47:00,CUST-0106,PROD-0028,1,189.61,142.03,0.1,170.65,Massachusetts,Completed
ORD-02110,2024-04-26 12:47:00,CUST-0106,PROD-0015,1,79.53,58.69,0.1,71.58,Massachusetts,Completed
ORD-04170,2024-04-26 13:51:00,CUST-0180,PROD-0004,2,314.05,192.91,0.0,628.1,Nevada,Completed
ORD-04170,2024-04-26 13:51:00,CUST-0180,PROD-0021,1,291.9,164.19,0.05,277.3,Nevada,Completed
ORD-04651,2024-04-26 15:03:00,CUST-0043,PROD-0039,1,22.26,12.69,0.0,22.26,California,Completed
ORD-02980,2024-04-26 15:20:00,CUST-0099,PROD-0024,2,180.37,77.96,0.1,324.67,Nevada,Completed
ORD-05936,2024-04-26 18:09:00,CUST-0004,PROD-0024,1,180.37,77.96,0.0,180.37,Massachusetts,Completed
ORD-01516,2024-04-26 18:38:00,CUST-0078,PROD-0040,1,437.14,196.78,0.0,437.14,Texas,Returned
ORD-05353,2024-04-26 19:06:00,CUST-0196,PROD-0039,1,22.26,12.69,0.2,17.81,California,Returned
ORD-03167,2024-04-27 08:44:00,CUST-0161,PROD-0043,1,345.79,208.67,0.0,345.79,Maryland,Completed
ORD-03167,2024-04-27 08:44:00,CUST-0161,PROD-0010,2,208.1,119.9,0.0,416.2,Maryland,Completed
ORD-04143,2024-04-27 09:19:00,CUST-0160,PROD-0016,2,77.47,29.69,0.0,154.94,Georgia,Completed
ORD-01285,2024-04-27 09:49:00,CUST-0019,PROD-0017,1,144.94,73.45,0.0,144.94,California,Returned
ORD-01285,2024-04-27 09:49:00,CUST-0019,PROD-0004,1,314.05,192.91,0.0,314.05,California,Returned
ORD-04049,2024-04-27 10:19:00,CUST-0076,PROD-0011,2,46.39,32.46,0.0,92.78,Florida,Cancelled
ORD-04049,2024-04-27 10:19:00,CUST-0076,PROD-0040,1,437.14,196.78,0.05,415.28,Florida,Cancelled
ORD-02152,2024-04-27 10:56:00,CUST-0121,PROD-0016,1,77.47,29.69,0.2,61.98,Michigan,Completed
ORD-02152,2024-04-27 10:56:00,CUST-0121,PROD-0037,1,114.9,78.03,0.0,114.9,Michigan,Completed
ORD-03042,2024-04-27 11:36:00,CUST-0214,PROD-0039,3,22.26,12.69,0.0,66.78,New Jersey,Cancelled
ORD-04792,2024-04-27 15:14:00,CUST-0087,PROD-0039,1,22.26,12.69,0.0,22.26,Pennsylvania,Completed
ORD-04792,2024-04-27 15:14:00,CUST-0087,PROD-0015,1,79.53,58.69,0.0,79.53,Pennsylvania,Completed
ORD-04532,2024-04-27 16:09:00,CUST-0147,PROD-0021,3,291.9,164.19,0.0,875.7,Virginia,Returned
ORD-04532,2024-04-27 16:09:00,CUST-0147,PROD-0022,1,96.98,37.02,0.0,96.98,Virginia,Returned
ORD-04422,2024-04-27 17:36:00,CUST-0192,PROD-0027,1,354.1,203.54,0.0,354.1,Ohio,Completed
ORD-03433,2024-04-27 18:18:00,CUST-0090,PROD-0024,2,180.37,77.96,0.0,360.74,California,Completed
ORD-00943,2024-04-27 18:59:00,CUST-0108,PROD-0017,1,144.94,73.45,0.0,144.94,Nevada,Completed
ORD-04998,2024-04-27 19:00:00,CUST-0016,PROD-0023,1,106.5,77.74,0.0,106.5,Ohio,Returned
ORD-04998,2024-04-27 19:00:00,CUST-0016,PROD-0044,2,277.74,163.52,0.0,555.48,Ohio,Returned
ORD-01711,2024-04-27 19:53:00,CUST-0134,PROD-0041,1,406.06,218.23,0.0,406.06,New York,Completed
ORD-00566,2024-04-28 08:49:00,CUST-0176,PROD-0007,1,524.41,207.04,0.0,524.41,Ohio,Completed
ORD-00566,2024-04-28 08:49:00,CUST-0176,PROD-0041,4,406.06,218.23,0.0,1624.24,Ohio,Completed
ORD-00566,2024-04-28 08:49:00,CUST-0176,PROD-0039,1,22.26,12.69,0.0,22.26,Ohio,Completed
ORD-00494,2024-04-28 09:43:00,CUST-0063,PROD-0040,1,437.14,196.78,0.0,437.14,Illinois,Completed
ORD-04485,2024-04-28 10:16:00,CUST-0131,PROD-0004,1,314.05,192.91,0.0,314.05,Ohio,Completed
ORD-00153,2024-04-28 11:18:00,CUST-0210,PROD-0043,1,345.79,208.67,0.0,345.79,Georgia,Completed
ORD-04522,2024-04-28 13:08:00,CUST-0231,PROD-0016,1,77.47,29.69,0.0,77.47,Washington,Completed
ORD-03607,2024-04-28 14:18:00,CUST-0010,PROD-0022,1,96.98,37.02,0.0,96.98,Illinois,Completed
ORD-03607,2024-04-28 14:18:00,CUST-0010,PROD-0029,1,342.78,218.57,0.0,342.78,Illinois,Completed
ORD-05930,2024-04-28 15:56:00,CUST-0053,PROD-0020,1,514.67,217.54,0.0,514.67,New York,Returned
ORD-05930,2024-04-28 15:56:00,CUST-0053,PROD-0017,1,144.94,73.45,0.0,144.94,New York,Returned
ORD-00207,2024-04-28 19:10:00,CUST-0213,PROD-0035,1,287.28,146.55,0.0,287.28,Michigan,Completed
ORD-04100,2024-04-28 19:39:00,CUST-0005,PROD-0035,1,287.28,146.55,0.0,287.28,New York,Returned
ORD-03196,2024-04-29 08:14:00,CUST-0051,PROD-0015,1,79.53,58.69,0.0,79.53,Texas,Completed
ORD-04247,2024-04-29 10:04:00,CUST-0247,PROD-0022,2,96.98,37.02,0.0,193.96,Georgia,Completed
ORD-02913,2024-04-29 10:23:00,CUST-0198,PROD-0043,2,345.79,208.67,0.0,691.58,Florida,Completed
ORD-00912,2024-04-29 11:19:00,CUST-0056,PROD-0039,1,22.26,12.69,0.05,21.15,Ohio,Completed
ORD-02612,2024-04-29 11:40:00,CUST-0135,PROD-0021,1,291.9,164.19,0.0,291.9,Pennsylvania,Completed
ORD-00092,2024-04-29 13:32:00,CUST-0215,PROD-0004,1,314.05,192.91,0.05,298.35,California,Returned
ORD-00512,2024-04-29 14:00:00,CUST-0240,PROD-0040,1,437.14,196.78,0.0,437.14,New York,Completed
ORD-00864,2024-04-29 14:43:00,CUST-0136,PROD-0022,1,96.98,37.02,0.0,96.98,Massachusetts,Cancelled
ORD-05210,2024-04-29 16:04:00,CUST-0081,PROD-0004,1,314.05,192.91,0.0,314.05,Illinois,Completed
